file,true_mod,snr_db,hypothesis,correct,carrier_lock,measured_ber,decodes,status,other_failed
8psk_4dB_5012,8psk,4.0,bpsk,False,0.0028,0.481545,False,low_confidence,output_usable
8psk_4dB_5012,8psk,4.0,qpsk,False,0.0099,0.484241,False,low_confidence,
8psk_4dB_5012,8psk,4.0,8psk,True,0.1292,0.040036,False,low_confidence,
8psk_4dB_5012,8psk,4.0,16qam,False,0.0158,0.484842,False,low_confidence,output_usable
8psk_4dB_6012,8psk,4.0,bpsk,False,0.0141,0.481041,False,low_confidence,output_usable
8psk_4dB_6012,8psk,4.0,qpsk,False,0.038,0.48358,False,low_confidence,
8psk_4dB_6012,8psk,4.0,8psk,True,0.1599,0.242417,False,low_confidence,
8psk_4dB_6012,8psk,4.0,16qam,False,0.0217,0.484332,False,low_confidence,
8psk_4dB_7012,8psk,4.0,bpsk,False,0.0239,0.482272,False,low_confidence,output_usable
8psk_4dB_7012,8psk,4.0,qpsk,False,0.0241,0.483832,False,low_confidence,
8psk_4dB_7012,8psk,4.0,8psk,True,0.1125,0.192209,False,low_confidence,
8psk_4dB_7012,8psk,4.0,16qam,False,0.0144,0.484133,False,low_confidence,
8psk_4dB_8012,8psk,4.0,bpsk,False,0.0315,0.481105,False,low_confidence,output_usable
8psk_4dB_8012,8psk,4.0,qpsk,False,0.0182,0.484075,False,low_confidence,
8psk_4dB_8012,8psk,4.0,8psk,True,0.0334,0.357021,False,low_confidence,
8psk_4dB_8012,8psk,4.0,16qam,False,0.0359,0.482672,False,low_confidence,
8psk_8dB_2013,8psk,8.0,bpsk,False,0.0358,0.481181,False,low_confidence,output_usable
8psk_8dB_2013,8psk,8.0,qpsk,False,0.0302,0.485372,False,low_confidence,
8psk_8dB_2013,8psk,8.0,8psk,True,0.4882,0.002805,True,low_confidence,
8psk_8dB_2013,8psk,8.0,16qam,False,0.01,0.481715,False,low_confidence,alphabet_used
8psk_8dB_3013,8psk,8.0,bpsk,False,0.0231,0.48167,False,low_confidence,output_usable
8psk_8dB_3013,8psk,8.0,qpsk,False,0.0071,0.485195,False,low_confidence,
8psk_8dB_3013,8psk,8.0,8psk,True,0.5155,0.002505,True,low_confidence,
8psk_8dB_3013,8psk,8.0,16qam,False,0.0232,0.485595,False,low_confidence,alphabet_used
8psk_8dB_4013,8psk,8.0,bpsk,False,0.0327,0.480722,False,low_confidence,output_usable
8psk_8dB_4013,8psk,8.0,qpsk,False,0.0161,0.485166,False,low_confidence,
8psk_8dB_4013,8psk,8.0,8psk,True,0.5056,0.003007,True,low_confidence,
8psk_8dB_4013,8psk,8.0,16qam,False,0.0236,0.483763,False,low_confidence,alphabet_used
8psk_8dB_5013,8psk,8.0,bpsk,False,0.0067,0.481861,False,low_confidence,output_usable
8psk_8dB_5013,8psk,8.0,qpsk,False,0.0141,0.48378,False,low_confidence,
8psk_8dB_5013,8psk,8.0,8psk,True,0.5076,0.002908,True,low_confidence,
8psk_8dB_5013,8psk,8.0,16qam,False,0.0677,0.483831,False,low_confidence,alphabet_used
8psk_8dB_6013,8psk,8.0,bpsk,False,0.0349,0.482065,False,low_confidence,output_usable
8psk_8dB_6013,8psk,8.0,qpsk,False,0.0062,0.484783,False,low_confidence,
8psk_8dB_6013,8psk,8.0,8psk,True,0.4956,0.002457,True,low_confidence,
8psk_8dB_6013,8psk,8.0,16qam,False,0.0313,0.48358,False,low_confidence,alphabet_used
8psk_8dB_7013,8psk,8.0,bpsk,False,0.025,0.479221,False,low_confidence,output_usable
8psk_8dB_7013,8psk,8.0,qpsk,False,0.0255,0.485627,False,low_confidence,
8psk_8dB_7013,8psk,8.0,8psk,True,0.4953,0.00296,True,low_confidence,
8psk_8dB_7013,8psk,8.0,16qam,False,0.061,0.485025,False,low_confidence,alphabet_used
8psk_8dB_8013,8psk,8.0,bpsk,False,0.0021,0.481187,False,low_confidence,output_usable
8psk_8dB_8013,8psk,8.0,qpsk,False,0.0061,0.485477,False,low_confidence,
8psk_8dB_8013,8psk,8.0,8psk,True,0.503,0.003355,True,low_confidence,
8psk_8dB_8013,8psk,8.0,16qam,False,0.0262,0.482372,False,low_confidence,alphabet_used
bpsk_10dB_2002,bpsk,10.0,bpsk,True,0.9699,0.0,True,ok,
bpsk_10dB_2002,bpsk,10.0,qpsk,False,0.8836,0.486022,False,low_confidence,alphabet_used
bpsk_10dB_2002,bpsk,10.0,8psk,False,0.6136,0.484569,False,low_confidence,alphabet_used
bpsk_10dB_2002,bpsk,10.0,16qam,False,0.9137,0.483216,False,low_confidence,alphabet_used
bpsk_10dB_3002,bpsk,10.0,bpsk,True,0.9675,0.0,True,ok,
bpsk_10dB_3002,bpsk,10.0,qpsk,False,0.8751,0.483348,False,low_confidence,alphabet_used
bpsk_10dB_3002,bpsk,10.0,8psk,False,0.5914,0.482246,False,low_confidence,alphabet_used
bpsk_10dB_3002,bpsk,10.0,16qam,False,0.9086,0.484449,False,low_confidence,alphabet_used
bpsk_10dB_4002,bpsk,10.0,bpsk,True,0.9711,0.0,True,ok,
bpsk_10dB_4002,bpsk,10.0,qpsk,False,0.8879,0.482957,False,low_confidence,alphabet_used
bpsk_10dB_4002,bpsk,10.0,8psk,False,0.6252,0.484862,False,low_confidence,alphabet_used
bpsk_10dB_4002,bpsk,10.0,16qam,False,0.9043,0.485263,False,low_confidence,alphabet_used
bpsk_10dB_5002,bpsk,10.0,bpsk,True,0.9725,0.0,True,ok,
bpsk_10dB_5002,bpsk,10.0,qpsk,False,0.8937,0.483383,False,low_confidence,alphabet_used
bpsk_10dB_5002,bpsk,10.0,8psk,False,0.6431,0.481829,False,low_confidence,alphabet_used
bpsk_10dB_5002,bpsk,10.0,16qam,False,0.9158,0.482631,False,low_confidence,alphabet_used
bpsk_10dB_6002,bpsk,10.0,bpsk,True,0.9691,0.0,True,ok,
bpsk_10dB_6002,bpsk,10.0,qpsk,False,0.8804,0.484996,False,low_confidence,alphabet_used
bpsk_10dB_6002,bpsk,10.0,8psk,False,0.6028,0.48334,False,low_confidence,alphabet_used
bpsk_10dB_6002,bpsk,10.0,16qam,False,0.9084,0.485448,False,low_confidence,alphabet_used
bpsk_10dB_7002,bpsk,10.0,bpsk,True,0.9719,0.0,True,ok,
bpsk_10dB_7002,bpsk,10.0,qpsk,False,0.8911,0.48527,False,low_confidence,alphabet_used
bpsk_10dB_7002,bpsk,10.0,8psk,False,0.6334,0.486675,False,low_confidence,alphabet_used
bpsk_10dB_7002,bpsk,10.0,16qam,False,0.9174,0.484115,False,low_confidence,alphabet_used
bpsk_10dB_8002,bpsk,10.0,bpsk,True,0.969,0.0,True,ok,
bpsk_10dB_8002,bpsk,10.0,qpsk,False,0.8805,0.485494,False,low_confidence,alphabet_used
bpsk_10dB_8002,bpsk,10.0,8psk,False,0.6061,0.484842,False,low_confidence,alphabet_used
bpsk_10dB_8002,bpsk,10.0,16qam,False,0.8993,0.484391,False,low_confidence,alphabet_used
bpsk_13dB_2003,bpsk,13.0,bpsk,True,0.9858,0.0,True,ok,
bpsk_13dB_2003,bpsk,13.0,qpsk,False,0.9438,0.484541,False,low_confidence,alphabet_used
bpsk_13dB_2003,bpsk,13.0,8psk,False,0.7957,0.485896,False,low_confidence,alphabet_used
bpsk_13dB_2003,bpsk,13.0,16qam,False,0.9589,0.485947,False,low_confidence,alphabet_used
bpsk_13dB_3003,bpsk,13.0,bpsk,True,0.9859,0.0,True,ok,
bpsk_13dB_3003,bpsk,13.0,qpsk,False,0.944,0.484807,False,low_confidence,alphabet_used
bpsk_13dB_3003,bpsk,13.0,8psk,False,0.7975,0.48581,False,low_confidence,alphabet_used
bpsk_13dB_3003,bpsk,13.0,16qam,False,0.9595,0.48566,False,low_confidence,alphabet_used
bpsk_13dB_4003,bpsk,13.0,bpsk,True,0.9866,0.0,True,ok,
bpsk_13dB_4003,bpsk,13.0,qpsk,False,0.9467,0.48414,False,low_confidence,alphabet_used
bpsk_13dB_4003,bpsk,13.0,8psk,False,0.8047,0.484491,False,low_confidence,alphabet_used
bpsk_13dB_4003,bpsk,13.0,16qam,False,0.9549,0.486649,False,low_confidence,alphabet_used
bpsk_13dB_5003,bpsk,13.0,bpsk,True,0.9862,0.0,True,ok,
bpsk_13dB_5003,bpsk,13.0,qpsk,False,0.9453,0.485348,False,low_confidence,alphabet_used
bpsk_13dB_5003,bpsk,13.0,8psk,False,0.8005,0.484847,False,low_confidence,alphabet_used
bpsk_13dB_5003,bpsk,13.0,16qam,False,0.9536,0.486149,False,low_confidence,alphabet_used
bpsk_13dB_6003,bpsk,13.0,bpsk,True,0.9869,0.0,True,ok,
bpsk_13dB_6003,bpsk,13.0,qpsk,False,0.9479,0.485187,False,low_confidence,alphabet_used
bpsk_13dB_6003,bpsk,13.0,8psk,False,0.8087,0.483483,False,low_confidence,alphabet_used
bpsk_13dB_6003,bpsk,13.0,16qam,False,0.9542,0.483834,False,low_confidence,alphabet_used
bpsk_13dB_7003,bpsk,13.0,bpsk,True,0.9862,0.0,True,ok,
bpsk_13dB_7003,bpsk,13.0,qpsk,False,0.9453,0.485627,False,low_confidence,alphabet_used
bpsk_13dB_7003,bpsk,13.0,8psk,False,0.8013,0.484573,False,low_confidence,alphabet_used
bpsk_13dB_7003,bpsk,13.0,16qam,False,0.9532,0.484674,False,low_confidence,alphabet_used
bpsk_13dB_8003,bpsk,13.0,bpsk,True,0.9861,0.0,True,ok,
bpsk_13dB_8003,bpsk,13.0,qpsk,False,0.9449,0.482238,False,low_confidence,alphabet_used
bpsk_13dB_8003,bpsk,13.0,8psk,False,0.7993,0.486202,False,low_confidence,alphabet_used
bpsk_13dB_8003,bpsk,13.0,16qam,False,0.9512,0.485198,False,low_confidence,alphabet_used
bpsk_15dB_2004,bpsk,15.0,bpsk,True,0.991,0.0,True,ok,
bpsk_15dB_2004,bpsk,15.0,qpsk,False,0.9639,0.484315,False,low_confidence,alphabet_used
bpsk_15dB_2004,bpsk,15.0,8psk,False,0.8647,0.483813,False,low_confidence,alphabet_used
bpsk_15dB_2004,bpsk,15.0,16qam,False,0.9668,0.485519,False,low_confidence,alphabet_used
bpsk_15dB_3004,bpsk,15.0,bpsk,True,0.9915,0.0,True,ok,
bpsk_15dB_3004,bpsk,15.0,qpsk,False,0.9662,0.483949,False,low_confidence,alphabet_used
bpsk_15dB_3004,bpsk,15.0,8psk,False,0.873,0.485353,False,low_confidence,alphabet_used
bpsk_15dB_3004,bpsk,15.0,16qam,False,0.9697,0.481441,False,low_confidence,alphabet_used
bpsk_15dB_4004,bpsk,15.0,bpsk,True,0.9914,0.0,True,ok,
bpsk_15dB_4004,bpsk,15.0,qpsk,False,0.9656,0.485329,False,low_confidence,alphabet_used
bpsk_15dB_4004,bpsk,15.0,8psk,False,0.8713,0.484225,False,low_confidence,alphabet_used
bpsk_15dB_4004,bpsk,15.0,16qam,False,0.9677,0.484627,False,low_confidence,alphabet_used
bpsk_15dB_5004,bpsk,15.0,bpsk,True,0.9913,0.0,True,ok,
bpsk_15dB_5004,bpsk,15.0,qpsk,False,0.9652,0.484681,False,low_confidence,alphabet_used
bpsk_15dB_5004,bpsk,15.0,8psk,False,0.8697,0.485333,False,low_confidence,alphabet_used
bpsk_15dB_5004,bpsk,15.0,16qam,False,0.9698,0.483929,False,low_confidence,alphabet_used
bpsk_15dB_6004,bpsk,15.0,bpsk,True,0.9913,0.0,True,ok,
bpsk_15dB_6004,bpsk,15.0,qpsk,False,0.9651,0.481665,False,low_confidence,alphabet_used
bpsk_15dB_6004,bpsk,15.0,8psk,False,0.8692,0.484921,False,low_confidence,alphabet_used
bpsk_15dB_6004,bpsk,15.0,16qam,False,0.9705,0.486074,False,low_confidence,alphabet_used
bpsk_15dB_7004,bpsk,15.0,bpsk,True,0.9916,0.0,True,ok,
bpsk_15dB_7004,bpsk,15.0,qpsk,False,0.9664,0.48542,False,low_confidence,alphabet_used
bpsk_15dB_7004,bpsk,15.0,8psk,False,0.8736,0.484266,False,low_confidence,alphabet_used
bpsk_15dB_7004,bpsk,15.0,16qam,False,0.9721,0.482008,False,low_confidence,alphabet_used
bpsk_15dB_8004,bpsk,15.0,bpsk,True,0.9916,0.0,True,ok,
bpsk_15dB_8004,bpsk,15.0,qpsk,False,0.9664,0.484448,False,low_confidence,alphabet_used
bpsk_15dB_8004,bpsk,15.0,8psk,False,0.8735,0.486652,False,low_confidence,alphabet_used
bpsk_15dB_8004,bpsk,15.0,16qam,False,0.9668,0.48565,False,low_confidence,alphabet_used
bpsk_20dB_2005,bpsk,20.0,bpsk,True,0.9973,0.0,True,ok,
bpsk_20dB_2005,bpsk,20.0,qpsk,False,0.989,0.483196,False,low_confidence,alphabet_used
bpsk_20dB_2005,bpsk,20.0,8psk,False,0.9571,0.483346,False,low_confidence,alphabet_used
bpsk_20dB_2005,bpsk,20.0,16qam,False,0.9895,0.486852,False,low_confidence,alphabet_used
bpsk_20dB_3005,bpsk,20.0,bpsk,True,0.9972,0.0,True,ok,
bpsk_20dB_3005,bpsk,20.0,qpsk,False,0.9889,0.484744,False,low_confidence,alphabet_used
bpsk_20dB_3005,bpsk,20.0,8psk,False,0.9567,0.485647,False,low_confidence,alphabet_used
bpsk_20dB_3005,bpsk,20.0,16qam,False,0.9881,0.484693,False,low_confidence,alphabet_used
bpsk_20dB_4005,bpsk,20.0,bpsk,True,0.9974,0.0,True,ok,
bpsk_20dB_4005,bpsk,20.0,qpsk,False,0.9895,0.484251,False,low_confidence,alphabet_used
bpsk_20dB_4005,bpsk,20.0,8psk,False,0.959,0.486508,False,low_confidence,alphabet_used
bpsk_20dB_4005,bpsk,20.0,16qam,False,0.989,0.486809,False,low_confidence,alphabet_used
bpsk_20dB_5005,bpsk,20.0,bpsk,True,0.9972,0.0,True,ok,
bpsk_20dB_5005,bpsk,20.0,qpsk,False,0.9885,0.485514,False,low_confidence,alphabet_used
bpsk_20dB_5005,bpsk,20.0,8psk,False,0.9555,0.48416,False,low_confidence,alphabet_used
bpsk_20dB_5005,bpsk,20.0,16qam,False,0.9885,0.486216,False,low_confidence,alphabet_used
bpsk_20dB_6005,bpsk,20.0,bpsk,True,0.9974,0.0,True,ok,
bpsk_20dB_6005,bpsk,20.0,qpsk,False,0.9894,0.484728,False,low_confidence,alphabet_used
bpsk_20dB_6005,bpsk,20.0,8psk,False,0.9587,0.484026,False,low_confidence,alphabet_used
bpsk_20dB_6005,bpsk,20.0,16qam,False,0.9896,0.487637,False,low_confidence,alphabet_used
bpsk_20dB_7005,bpsk,20.0,bpsk,True,0.9974,0.0,True,ok,
bpsk_20dB_7005,bpsk,20.0,qpsk,False,0.9894,0.484899,False,low_confidence,alphabet_used
bpsk_20dB_7005,bpsk,20.0,8psk,False,0.9588,0.484398,False,low_confidence,alphabet_used
bpsk_20dB_7005,bpsk,20.0,16qam,False,0.9898,0.48545,False,low_confidence,alphabet_used
bpsk_20dB_8005,bpsk,20.0,bpsk,True,0.9973,0.0,True,ok,
bpsk_20dB_8005,bpsk,20.0,qpsk,False,0.9893,0.484785,False,low_confidence,alphabet_used
bpsk_20dB_8005,bpsk,20.0,8psk,False,0.9583,0.484183,False,low_confidence,alphabet_used
bpsk_20dB_8005,bpsk,20.0,16qam,False,0.9901,0.48669,False,low_confidence,alphabet_used
bpsk_4dB_2000,bpsk,4.0,bpsk,True,0.8645,0.0,True,ok,
bpsk_4dB_2000,bpsk,4.0,qpsk,False,0.5508,0.484691,False,low_confidence,alphabet_used
bpsk_4dB_2000,bpsk,4.0,8psk,False,0.0305,0.483137,False,low_confidence,
bpsk_4dB_2000,bpsk,4.0,16qam,False,0.3103,0.483688,False,low_confidence,output_usable
bpsk_4dB_3000,bpsk,4.0,bpsk,True,0.8728,0.0,True,ok,
bpsk_4dB_3000,bpsk,4.0,qpsk,False,0.5768,0.482338,False,low_confidence,alphabet_used
bpsk_4dB_3000,bpsk,4.0,8psk,False,0.028,0.485048,False,low_confidence,
bpsk_4dB_3000,bpsk,4.0,16qam,False,0.227,0.484847,False,low_confidence,output_usable
bpsk_4dB_4000,bpsk,4.0,bpsk,True,0.8728,0.0,True,ok,
bpsk_4dB_4000,bpsk,4.0,qpsk,False,0.5807,0.485991,False,low_confidence,alphabet_used
bpsk_4dB_4000,bpsk,4.0,8psk,False,0.0558,0.484888,False,low_confidence,
bpsk_4dB_4000,bpsk,4.0,16qam,False,0.3489,0.485439,False,low_confidence,output_usable
bpsk_4dB_5000,bpsk,4.0,bpsk,True,0.8692,0.0,True,ok,
bpsk_4dB_5000,bpsk,4.0,qpsk,False,0.5676,0.484122,False,low_confidence,alphabet_used
bpsk_4dB_5000,bpsk,4.0,8psk,False,0.0117,0.484272,False,low_confidence,
bpsk_4dB_5000,bpsk,4.0,16qam,False,0.059,0.483419,False,low_confidence,output_usable
bpsk_4dB_6000,bpsk,4.0,bpsk,True,0.8574,0.0,True,ok,
bpsk_4dB_6000,bpsk,4.0,qpsk,False,0.535,0.484083,False,low_confidence,alphabet_used
bpsk_4dB_6000,bpsk,4.0,8psk,False,0.015,0.484384,False,low_confidence,
bpsk_4dB_6000,bpsk,4.0,16qam,False,0.0358,0.485236,False,low_confidence,output_usable
bpsk_4dB_7000,bpsk,4.0,bpsk,True,0.887,0.0,True,ok,
bpsk_4dB_7000,bpsk,4.0,qpsk,False,0.6165,0.485846,False,low_confidence,alphabet_used
bpsk_4dB_7000,bpsk,4.0,8psk,False,0.1307,0.482734,False,low_confidence,
bpsk_4dB_7000,bpsk,4.0,16qam,False,0.0377,0.484541,False,low_confidence,output_usable
bpsk_4dB_8000,bpsk,4.0,bpsk,True,0.8722,0.0,True,ok,
bpsk_4dB_8000,bpsk,4.0,qpsk,False,0.5768,0.483858,False,low_confidence,alphabet_used
bpsk_4dB_8000,bpsk,4.0,8psk,False,0.0378,0.48476,False,low_confidence,
bpsk_4dB_8000,bpsk,4.0,16qam,False,0.038,0.485262,False,low_confidence,output_usable
bpsk_8dB_2001,bpsk,8.0,bpsk,True,0.9502,0.0,True,ok,
bpsk_8dB_2001,bpsk,8.0,qpsk,False,0.8126,0.485227,False,low_confidence,alphabet_used
bpsk_8dB_2001,bpsk,8.0,8psk,False,0.4332,0.485678,False,low_confidence,alphabet_used
bpsk_8dB_2001,bpsk,8.0,16qam,False,0.8606,0.48317,False,low_confidence,alphabet_used
bpsk_8dB_3001,bpsk,8.0,bpsk,True,0.9527,0.0,True,ok,
bpsk_8dB_3001,bpsk,8.0,qpsk,False,0.8227,0.482963,False,low_confidence,alphabet_used
bpsk_8dB_3001,bpsk,8.0,8psk,False,0.4694,0.484616,False,low_confidence,alphabet_used
bpsk_8dB_3001,bpsk,8.0,16qam,False,0.8659,0.483163,False,low_confidence,alphabet_used
bpsk_8dB_4001,bpsk,8.0,bpsk,True,0.9529,0.0,True,ok,
bpsk_8dB_4001,bpsk,8.0,qpsk,False,0.8237,0.485988,False,low_confidence,alphabet_used
bpsk_8dB_4001,bpsk,8.0,8psk,False,0.4687,0.485587,False,low_confidence,alphabet_used
bpsk_8dB_4001,bpsk,8.0,16qam,False,0.856,0.485637,False,low_confidence,alphabet_used
bpsk_8dB_5001,bpsk,8.0,bpsk,True,0.9498,0.0,True,ok,
bpsk_8dB_5001,bpsk,8.0,qpsk,False,0.8123,0.484724,False,low_confidence,alphabet_used
bpsk_8dB_5001,bpsk,8.0,8psk,False,0.4381,0.484574,False,low_confidence,alphabet_used
bpsk_8dB_5001,bpsk,8.0,16qam,False,0.8701,0.483622,False,low_confidence,alphabet_used
bpsk_8dB_6001,bpsk,8.0,bpsk,True,0.9561,0.0,True,ok,
bpsk_8dB_6001,bpsk,8.0,qpsk,False,0.8342,0.484563,False,low_confidence,alphabet_used
bpsk_8dB_6001,bpsk,8.0,8psk,False,0.4955,0.481706,False,low_confidence,alphabet_used
bpsk_8dB_6001,bpsk,8.0,16qam,False,0.8611,0.485716,False,low_confidence,alphabet_used
bpsk_8dB_7001,bpsk,8.0,bpsk,True,0.9574,0.0,True,ok,
bpsk_8dB_7001,bpsk,8.0,qpsk,False,0.8393,0.484075,False,low_confidence,alphabet_used
bpsk_8dB_7001,bpsk,8.0,8psk,False,0.5068,0.482871,False,low_confidence,alphabet_used
bpsk_8dB_7001,bpsk,8.0,16qam,False,0.8594,0.484727,False,low_confidence,alphabet_used
bpsk_8dB_8001,bpsk,8.0,bpsk,True,0.951,0.0,True,ok,
bpsk_8dB_8001,bpsk,8.0,qpsk,False,0.8167,0.483965,False,low_confidence,alphabet_used
bpsk_8dB_8001,bpsk,8.0,8psk,False,0.4474,0.484166,False,low_confidence,alphabet_used
bpsk_8dB_8001,bpsk,8.0,16qam,False,0.8614,0.484768,False,low_confidence,alphabet_used
qpsk_10dB_2008,qpsk,10.0,bpsk,False,0.0156,0.485211,False,low_confidence,
qpsk_10dB_2008,qpsk,10.0,qpsk,True,0.9005,0.0,True,ok,
qpsk_10dB_2008,qpsk,10.0,8psk,False,0.6632,0.482577,False,low_confidence,alphabet_used
qpsk_10dB_2008,qpsk,10.0,16qam,False,0.9092,0.484883,False,low_confidence,alphabet_used
qpsk_10dB_3008,qpsk,10.0,bpsk,False,0.0574,0.484155,False,low_confidence,
qpsk_10dB_3008,qpsk,10.0,qpsk,True,0.8968,0.0,True,ok,
qpsk_10dB_3008,qpsk,10.0,8psk,False,0.6499,0.484112,False,low_confidence,alphabet_used
qpsk_10dB_3008,qpsk,10.0,16qam,False,0.9107,0.484362,False,low_confidence,alphabet_used
qpsk_10dB_4008,qpsk,10.0,bpsk,False,0.0173,0.482594,False,low_confidence,
qpsk_10dB_4008,qpsk,10.0,qpsk,True,0.8964,0.0,True,ok,
qpsk_10dB_4008,qpsk,10.0,8psk,False,0.6489,0.48394,False,low_confidence,alphabet_used
qpsk_10dB_4008,qpsk,10.0,16qam,False,0.908,0.48394,False,low_confidence,alphabet_used
qpsk_10dB_5008,qpsk,10.0,bpsk,False,0.0418,0.486208,False,low_confidence,
qpsk_10dB_5008,qpsk,10.0,qpsk,True,0.9019,0.0,True,ok,
qpsk_10dB_5008,qpsk,10.0,8psk,False,0.6653,0.482387,False,low_confidence,alphabet_used
qpsk_10dB_5008,qpsk,10.0,16qam,False,0.9162,0.483039,False,low_confidence,alphabet_used
qpsk_10dB_6008,qpsk,10.0,bpsk,False,0.0265,0.484483,False,low_confidence,
qpsk_10dB_6008,qpsk,10.0,qpsk,True,0.8992,0.0,True,ok,
qpsk_10dB_6008,qpsk,10.0,8psk,False,0.6571,0.482541,False,low_confidence,alphabet_used
qpsk_10dB_6008,qpsk,10.0,16qam,False,0.9064,0.484096,False,low_confidence,alphabet_used
qpsk_10dB_7008,qpsk,10.0,bpsk,False,0.0162,0.484022,False,low_confidence,
qpsk_10dB_7008,qpsk,10.0,qpsk,True,0.8961,0.0,True,ok,
qpsk_10dB_7008,qpsk,10.0,8psk,False,0.6468,0.483384,False,low_confidence,alphabet_used
qpsk_10dB_7008,qpsk,10.0,16qam,False,0.9144,0.484236,False,low_confidence,alphabet_used
qpsk_10dB_8008,qpsk,10.0,bpsk,False,0.0163,0.485011,False,low_confidence,
qpsk_10dB_8008,qpsk,10.0,qpsk,True,0.898,0.0,True,ok,
qpsk_10dB_8008,qpsk,10.0,8psk,False,0.6579,0.484269,False,low_confidence,alphabet_used
qpsk_10dB_8008,qpsk,10.0,16qam,False,0.9118,0.483367,False,low_confidence,alphabet_used
qpsk_13dB_2009,qpsk,13.0,bpsk,False,0.0369,0.485083,False,low_confidence,
qpsk_13dB_2009,qpsk,13.0,qpsk,True,0.9479,0.0,True,ok,
qpsk_13dB_2009,qpsk,13.0,8psk,False,0.8093,0.482809,False,low_confidence,alphabet_used
qpsk_13dB_2009,qpsk,13.0,16qam,False,0.9537,0.484613,False,low_confidence,alphabet_used
qpsk_13dB_3009,qpsk,13.0,bpsk,False,0.0124,0.483224,False,low_confidence,
qpsk_13dB_3009,qpsk,13.0,qpsk,True,0.9471,0.0,True,ok,
qpsk_13dB_3009,qpsk,13.0,8psk,False,0.807,0.482581,False,low_confidence,alphabet_used
qpsk_13dB_3009,qpsk,13.0,16qam,False,0.9492,0.483633,False,low_confidence,alphabet_used
qpsk_13dB_4009,qpsk,13.0,bpsk,False,0.0063,0.483628,False,low_confidence,
qpsk_13dB_4009,qpsk,13.0,qpsk,True,0.9487,0.0,True,ok,
qpsk_13dB_4009,qpsk,13.0,8psk,False,0.8121,0.483564,False,low_confidence,alphabet_used
qpsk_13dB_4009,qpsk,13.0,16qam,False,0.9548,0.483313,False,low_confidence,alphabet_used
qpsk_13dB_5009,qpsk,13.0,bpsk,False,0.0157,0.482513,False,low_confidence,
qpsk_13dB_5009,qpsk,13.0,qpsk,True,0.9467,0.0,True,ok,
qpsk_13dB_5009,qpsk,13.0,8psk,False,0.8062,0.484444,False,low_confidence,alphabet_used
qpsk_13dB_5009,qpsk,13.0,16qam,False,0.955,0.483691,False,low_confidence,alphabet_used
qpsk_13dB_6009,qpsk,13.0,bpsk,False,0.0105,0.483588,False,low_confidence,
qpsk_13dB_6009,qpsk,13.0,qpsk,True,0.9489,0.0,True,ok,
qpsk_13dB_6009,qpsk,13.0,8psk,False,0.813,0.484756,False,low_confidence,alphabet_used
qpsk_13dB_6009,qpsk,13.0,16qam,False,0.9602,0.484054,False,low_confidence,alphabet_used
qpsk_13dB_7009,qpsk,13.0,bpsk,False,0.0597,0.484725,False,low_confidence,
qpsk_13dB_7009,qpsk,13.0,qpsk,True,0.947,0.0,True,ok,
qpsk_13dB_7009,qpsk,13.0,8psk,False,0.8056,0.484449,False,low_confidence,alphabet_used
qpsk_13dB_7009,qpsk,13.0,16qam,False,0.9522,0.485301,False,low_confidence,alphabet_used
qpsk_13dB_8009,qpsk,13.0,bpsk,False,0.0344,0.483179,False,low_confidence,
qpsk_13dB_8009,qpsk,13.0,qpsk,True,0.946,0.0,True,ok,
qpsk_13dB_8009,qpsk,13.0,8psk,False,0.8022,0.483942,False,low_confidence,alphabet_used
qpsk_13dB_8009,qpsk,13.0,16qam,False,0.9544,0.48304,False,low_confidence,alphabet_used
qpsk_15dB_2010,qpsk,15.0,bpsk,False,0.019,0.486363,False,low_confidence,
qpsk_15dB_2010,qpsk,15.0,qpsk,True,0.9674,0.0,True,ok,
qpsk_15dB_2010,qpsk,15.0,8psk,False,0.8773,0.482315,False,low_confidence,alphabet_used
qpsk_15dB_2010,qpsk,15.0,16qam,False,0.9696,0.484419,False,low_confidence,alphabet_used
qpsk_15dB_3010,qpsk,15.0,bpsk,False,0.0029,0.48494,False,low_confidence,
qpsk_15dB_3010,qpsk,15.0,qpsk,True,0.9652,0.0,True,ok,
qpsk_15dB_3010,qpsk,15.0,8psk,False,0.8693,0.483047,False,low_confidence,alphabet_used
qpsk_15dB_3010,qpsk,15.0,16qam,False,0.9668,0.484602,False,low_confidence,alphabet_used
qpsk_15dB_4010,qpsk,15.0,bpsk,False,0.0309,0.48486,False,low_confidence,
qpsk_15dB_4010,qpsk,15.0,qpsk,True,0.9669,0.0,True,ok,
qpsk_15dB_4010,qpsk,15.0,8psk,False,0.8755,0.483623,False,low_confidence,alphabet_used
qpsk_15dB_4010,qpsk,15.0,16qam,False,0.9686,0.484627,False,low_confidence,alphabet_used
qpsk_15dB_5010,qpsk,15.0,bpsk,False,0.0087,0.485094,False,low_confidence,
qpsk_15dB_5010,qpsk,15.0,qpsk,True,0.9647,0.0,True,ok,
qpsk_15dB_5010,qpsk,15.0,8psk,False,0.8674,0.484123,False,low_confidence,alphabet_used
qpsk_15dB_5010,qpsk,15.0,16qam,False,0.9665,0.485075,False,low_confidence,alphabet_used
qpsk_15dB_6010,qpsk,15.0,bpsk,False,0.0492,0.486296,False,low_confidence,
qpsk_15dB_6010,qpsk,15.0,qpsk,True,0.9669,0.0,True,ok,
